Tamanio,Mejor Caso,Peor Caso,Caso Promedio
50,0.0000033000,0.0000210000,0.0000076000
51,0.0000030000,0.0000130000,0.0000059000
52,0.0000030000,0.0000141000,0.0000064000
53,0.0000027000,0.0000148000,0.0000064000
54,0.0000029000,0.0000152000,0.0000071000
55,0.0000027000,0.0000146000,0.0000066000
56,0.0000031000,0.0000158000,0.0000217000
57,0.0000030000,0.0000154000,0.0000067000
58,0.0000030000,0.0000173000,0.0000073000
59,0.0000033000,0.0000179000,0.0000073000
60,0.0000033000,0.0000184000,0.0000070000
61,0.0000032000,0.0000186000,0.0000074000
62,0.0000033000,0.0000206000,0.0000076000
63,0.0000033000,0.0000300000,0.0000076000
64,0.0000034000,0.0000202000,0.0000076000
65,0.0000034000,0.0000208000,0.0000077000
66,0.0000034000,0.0000214000,0.0000073000
67,0.0000034000,0.0000216000,0.0000075000
68,0.0000036000,0.0000229000,0.0000074000
69,0.0000033000,0.0000228000,0.0000079000
70,0.0000036000,0.0000239000,0.0000081000
71,0.0000037000,0.0000246000,0.0000083000
72,0.0000039000,0.0000252000,0.0000088000
73,0.0000060000,0.0000439000,0.0000105000
74,0.0000044000,0.0000408000,0.0000189000
75,0.0000056000,0.0000442000,0.0000120000
76,0.0000051000,0.0000423000,0.0000140000
77,0.0000060000,0.0000465000,0.0000121000
78,0.0000056000,0.0000445000,0.0000106000
79,0.0000060000,0.0000500000,0.0000119000
80,0.0000062000,0.0000461000,0.0000099000
81,0.0000047000,0.0000419000,0.0000088000
82,0.0000114000,0.0000456000,0.0000118000
83,0.0000049000,0.0000712000,0.0000136000
84,0.0000059000,0.0000503000,0.0000098000
85,0.0000045000,0.0000245000,0.0000065000
86,0.0000038000,0.0000268000,0.0000100000
87,0.0000046000,0.0000573000,0.0000136000
88,0.0000060000,0.0000610000,0.0000132000
89,0.0000062000,0.0000585000,0.0000143000
90,0.0000058000,0.0000686000,0.0000129000
91,0.0000062000,0.0000443000,0.0000097000
92,0.0000049000,0.0000454000,0.0000103000
93,0.0000049000,0.0000328000,0.0000104000
94,0.0000047000,0.0000343000,0.0000092000
95,0.0000039000,0.0000342000,0.0000098000
96,0.0000047000,0.0000355000,0.0000099000
97,0.0000049000,0.0000362000,0.0000106000
98,0.0000158000,0.0000414000,0.0000102000
99,0.0000046000,0.0000372000,0.0000103000
100,0.0000051000,0.0000436000,0.0000097000
101,0.0000047000,0.0000411000,0.0000114000
102,0.0000056000,0.0000515000,0.0000106000
103,0.0000059000,0.0000720000,0.0000107000
104,0.0000058000,0.0000760000,0.0000137000
105,0.0000078000,0.0000757000,0.0000123000
106,0.0000068000,0.0000731000,0.0000121000
107,0.0000059000,0.0000787000,0.0000129000
108,0.0000063000,0.0000819000,0.0000159000
109,0.0000070000,0.0000915000,0.0000140000
110,0.0000055000,0.0000563000,0.0000138000
111,0.0000064000,0.0000561000,0.0000122000
112,0.0000064000,0.0000547000,0.0000124000
113,0.0000065000,0.0000582000,0.0000130000
114,0.0000054000,0.0000596000,0.0000148000
115,0.0000055000,0.0000555000,0.0000131000
116,0.0000060000,0.0000597000,0.0000148000
117,0.0000065000,0.0000613000,0.0000153000
118,0.0000068000,0.0000879000,0.0000219000
119,0.0000068000,0.0000607000,0.0000101000
120,0.0000050000,0.0000643000,0.0000139000
121,0.0000071000,0.0000714000,0.0000144000
122,0.0000065000,0.0000637000,0.0000154000
123,0.0000064000,0.0000656000,0.0000144000
124,0.0000063000,0.0000670000,0.0000153000
125,0.0000079000,0.0000647000,0.0000210000
126,0.0000063000,0.0000674000,0.0000152000
127,0.0000074000,0.0000650000,0.0000180000
128,0.0000067000,0.0000847000,0.0000219000
129,0.0000081000,0.0000812000,0.0000154000
130,0.0000074000,0.0000819000,0.0000173000
131,0.0000080000,0.0000847000,0.0000163000
132,0.0000073000,0.0000836000,0.0000190000
133,0.0000073000,0.0000858000,0.0000183000
134,0.0000076000,0.0000865000,0.0000169000
135,0.0000073000,0.0000874000,0.0000207000
136,0.0000119000,0.0001011000,0.0000156000
137,0.0000079000,0.0000934000,0.0000179000
138,0.0000074000,0.0000908000,0.0000230000
139,0.0000073000,0.0001102000,0.0000198000
140,0.0000088000,0.0000937000,0.0000175000
141,0.0000056000,0.0000607000,0.0000146000
142,0.0000050000,0.0000669000,0.0000150000
143,0.0000057000,0.0000722000,0.0000173000
144,0.0000082000,0.0000985000,0.0000121000
145,0.0000058000,0.0000808000,0.0000173000
146,0.0000076000,0.0001076000,0.0000138000
147,0.0000056000,0.0000696000,0.0000166000
148,0.0000057000,0.0001033000,0.0000135000
149,0.0000071000,0.0001003000,0.0000147000
150,0.0000064000,0.0000753000,0.0000160000
151,0.0000065000,0.0000765000,0.0000154000
152,0.0000059000,0.0000708000,0.0000139000
153,0.0000060000,0.0000718000,0.0000145000
154,0.0000061000,0.0000913000,0.0000146000
155,0.0000066000,0.0000877000,0.0000144000
156,0.0000064000,0.0000859000,0.0000143000
157,0.0000068000,0.0000743000,0.0000131000
158,0.0000056000,0.0000757000,0.0000160000
159,0.0000070000,0.0000938000,0.0000151000
160,0.0000066000,0.0001147000,0.0000203000
161,0.0000079000,0.0001162000,0.0000156000
162,0.0000071000,0.0000951000,0.0000161000
163,0.0000077000,0.0000941000,0.0000235000
164,0.0000084000,0.0000851000,0.0000136000
165,0.0000073000,0.0000878000,0.0000156000
166,0.0000065000,0.0000936000,0.0000155000
167,0.0000074000,0.0000935000,0.0000149000
168,0.0000075000,0.0000961000,0.0000151000
169,0.0000072000,0.0001422000,0.0000167000
170,0.0000083000,0.0001392000,0.0000179000
171,0.0000084000,0.0001421000,0.0000172000
172,0.0000071000,0.0001022000,0.0000243000
173,0.0000115000,0.0001309000,0.0000229000
174,0.0000111000,0.0001301000,0.0000233000
175,0.0000117000,0.0001551000,0.0000352000
176,0.0000109000,0.0001370000,0.0000244000
177,0.0000112000,0.0001354000,0.0000242000
178,0.0000112000,0.0001387000,0.0000233000
179,0.0000119000,0.0001417000,0.0000243000
180,0.0000102000,0.0002766000,0.0000256000
181,0.0000107000,0.0002393000,0.0000314000
182,0.0000137000,0.0002335000,0.0000283000
183,0.0000124000,0.0001820000,0.0000318000
184,0.0000170000,0.0002939000,0.0000370000
185,0.0000166000,0.0002635000,0.0000304000
186,0.0000151000,0.0003100000,0.0000527000
187,0.0000161000,0.0002881000,0.0000591000
188,0.0000142000,0.0001454000,0.0000314000
189,0.0000126000,0.0001377000,0.0000181000
190,0.0000101000,0.0001648000,0.0000196000
191,0.0000111000,0.0001739000,0.0000217000
192,0.0000097000,0.0001390000,0.0000240000
193,0.0000098000,0.0001433000,0.0000268000
194,0.0000117000,0.0001577000,0.0000242000
195,0.0000096000,0.0001493000,0.0000239000
196,0.0000104000,0.0001516000,0.0000263000
197,0.0000101000,0.0001705000,0.0000242000
198,0.0000155000,0.0001611000,0.0000315000
199,0.0000159000,0.0002283000,0.0000205000
200,0.0000116000,0.0002542000,0.0000199000
201,0.0000091000,0.0001165000,0.0000182000
202,0.0000088000,0.0001143000,0.0000181000
203,0.0000091000,0.0001323000,0.0000195000
204,0.0000114000,0.0001317000,0.0000185000
205,0.0000073000,0.0001339000,0.0000210000
206,0.0000087000,0.0001282000,0.0000272000
207,0.0000094000,0.0001337000,0.0000209000
208,0.0000099000,0.0001411000,0.0000224000
209,0.0000089000,0.0001398000,0.0000205000
210,0.0000089000,0.0001428000,0.0000187000
211,0.0000078000,0.0001493000,0.0000240000
212,0.0000107000,0.0001676000,0.0000255000
213,0.0000104000,0.0001862000,0.0000318000
214,0.0000116000,0.0001833000,0.0000294000
215,0.0000126000,0.0001794000,0.0000259000
216,0.0000103000,0.0001910000,0.0000255000
217,0.0000116000,0.0001895000,0.0000294000
218,0.0000244000,0.0001875000,0.0000270000
219,0.0000125000,0.0001971000,0.0000293000
220,0.0000118000,0.0001944000,0.0000279000
221,0.0000125000,0.0002153000,0.0000279000
222,0.0000125000,0.0002593000,0.0000276000
223,0.0000124000,0.0002318000,0.0000307000
224,0.0000152000,0.0002251000,0.0000333000
225,0.0000147000,0.0002269000,0.0000289000
226,0.0000123000,0.0002126000,0.0000277000
227,0.0000111000,0.0002686000,0.0000255000
228,0.0000113000,0.0002566000,0.0000255000
229,0.0000139000,0.0002174000,0.0000303000
230,0.0000107000,0.0001993000,0.0000271000
231,0.0000109000,0.0001946000,0.0000255000
232,0.0000117000,0.0001509000,0.0000196000
233,0.0000088000,0.0001502000,0.0000200000
234,0.0000092000,0.0001540000,0.0000207000
235,0.0000105000,0.0002360000,0.0000194000
236,0.0000099000,0.0002026000,0.0000206000
237,0.0000093000,0.0001464000,0.0000195000
238,0.0000088000,0.0001463000,0.0000188000
239,0.0000087000,0.0001485000,0.0000202000
240,0.0000085000,0.0001521000,0.0000216000
241,0.0000092000,0.0001624000,0.0000201000
242,0.0000088000,0.0001857000,0.0000241000
243,0.0000104000,0.0001781000,0.0000295000
244,0.0000091000,0.0002054000,0.0000195000
245,0.0000092000,0.0002415000,0.0000392000
246,0.0000137000,0.0003560000,0.0000342000
247,0.0000181000,0.0004286000,0.0000326000
248,0.0000170000,0.0003771000,0.0000304000
249,0.0000137000,0.0002620000,0.0000236000
250,0.0000108000,0.0001988000,0.0000249000
251,0.0000112000,0.0002233000,0.0000278000
252,0.0000125000,0.0001966000,0.0000255000
253,0.0000120000,0.0002166000,0.0000231000
254,0.0000100000,0.0001927000,0.0000247000
255,0.0000112000,0.0002075000,0.0000281000
256,0.0000137000,0.0002813000,0.0000289000
257,0.0000152000,0.0002197000,0.0000245000
258,0.0000112000,0.0002312000,0.0000242000
259,0.0000127000,0.0003425000,0.0000246000
260,0.0000120000,0.0002001000,0.0000233000
261,0.0000120000,0.0002545000,0.0000237000
262,0.0000114000,0.0002066000,0.0000232000
263,0.0000114000,0.0001921000,0.0000271000
264,0.0000112000,0.0002285000,0.0000304000
265,0.0000154000,0.0005421000,0.0000448000
266,0.0000203000,0.0003574000,0.0000361000
267,0.0000162000,0.0003364000,0.0000358000
268,0.0000258000,0.0004536000,0.0000498000
269,0.0000214000,0.0004555000,0.0000422000
270,0.0000186000,0.0005753000,0.0000458000
271,0.0000232000,0.0004385000,0.0000413000
272,0.0000177000,0.0003212000,0.0000308000
273,0.0000140000,0.0002803000,0.0000372000
274,0.0000154000,0.0003095000,0.0000394000
275,0.0000187000,0.0003852000,0.0000335000
276,0.0000142000,0.0002713000,0.0000289000
277,0.0000148000,0.0002807000,0.0000283000
278,0.0000124000,0.0002643000,0.0000220000
279,0.0000107000,0.0002146000,0.0000231000
280,0.0000105000,0.0002204000,0.0000280000
281,0.0000197000,0.0003014000,0.0000369000
282,0.0000146000,0.0004819000,0.0000323000
283,0.0000149000,0.0004395000,0.0000373000
284,0.0000150000,0.0004692000,0.0000370000
285,0.0000185000,0.0004581000,0.0000352000
286,0.0000161000,0.0004505000,0.0000395000
287,0.0000191000,0.0004290000,0.0000321000
288,0.0000150000,0.0004273000,0.0000287000
289,0.0000235000,0.0002857000,0.0000274000
290,0.0000170000,0.0004651000,0.0000478000
291,0.0000152000,0.0003382000,0.0000350000
292,0.0000151000,0.0003294000,0.0000360000
293,0.0000150000,0.0002841000,0.0000318000
294,0.0000149000,0.0003331000,0.0000406000
295,0.0000168000,0.0004309000,0.0000405000
296,0.0000172000,0.0003344000,0.0000526000
297,0.0000175000,0.0003767000,0.0000337000
298,0.0000155000,0.0003536000,0.0000493000
299,0.0000333000,0.0004432000,0.0000355000
300,0.0000163000,0.0003681000,0.0000580000
301,0.0000177000,0.0005003000,0.0000399000
302,0.0000182000,0.0004475000,0.0000333000
303,0.0000148000,0.0003570000,0.0000292000
304,0.0000132000,0.0002737000,0.0000254000
305,0.0000143000,0.0003345000,0.0000284000
306,0.0000127000,0.0002818000,0.0000390000
307,0.0000131000,0.0002765000,0.0000269000
308,0.0000126000,0.0003188000,0.0000235000
309,0.0000121000,0.0002759000,0.0000300000
310,0.0000138000,0.0002840000,0.0000377000
311,0.0000165000,0.0003853000,0.0000261000
312,0.0000114000,0.0002622000,0.0000251000
313,0.0000124000,0.0002683000,0.0000307000
314,0.0000132000,0.0004392000,0.0000323000
315,0.0000150000,0.0003330000,0.0000487000
316,0.0000302000,0.0004745000,0.0000455000
317,0.0000322000,0.0004538000,0.0000492000
318,0.0000225000,0.0004780000,0.0000328000
319,0.0000140000,0.0003327000,0.0000365000
320,0.0000166000,0.0003990000,0.0000379000
321,0.0000186000,0.0005687000,0.0000474000
322,0.0000162000,0.0003342000,0.0000309000
323,0.0000142000,0.0004560000,0.0000381000
324,0.0000166000,0.0004134000,0.0000534000
325,0.0000219000,0.0007230000,0.0000478000
326,0.0000183000,0.0004963000,0.0000554000
327,0.0000245000,0.0006072000,0.0000485000
328,0.0000287000,0.0008082000,0.0000602000
329,0.0000259000,0.0005616000,0.0000421000
330,0.0000245000,0.0006907000,0.0000641000
331,0.0000211000,0.0003898000,0.0000360000
332,0.0000152000,0.0003567000,0.0000329000
333,0.0000157000,0.0004234000,0.0000369000
334,0.0000149000,0.0004281000,0.0000403000
335,0.0000279000,0.0003453000,0.0000341000
336,0.0000170000,0.0005621000,0.0000374000
337,0.0000462000,0.0003423000,0.0000445000
338,0.0000220000,0.0005489000,0.0000436000
339,0.0000238000,0.0003677000,0.0000316000
340,0.0000153000,0.0004019000,0.0000461000
341,0.0000214000,0.0004428000,0.0000471000
342,0.0000155000,0.0004216000,0.0000323000
343,0.0000150000,0.0003509000,0.0000357000
344,0.0000166000,0.0003413000,0.0000365000
345,0.0000128000,0.0003158000,0.0000297000
346,0.0000139000,0.0003178000,0.0000300000
347,0.0000139000,0.0003263000,0.0000294000
348,0.0000144000,0.0003308000,0.0000296000
349,0.0000140000,0.0003097000,0.0000326000
350,0.0000140000,0.0003223000,0.0000300000
351,0.0000141000,0.0003164000,0.0000304000
352,0.0000141000,0.0003180000,0.0000301000
353,0.0000140000,0.0003216000,0.0000810000
354,0.0000141000,0.0004677000,0.0000653000
355,0.0000184000,0.0004124000,0.0000336000
356,0.0000153000,0.0003612000,0.0000353000
357,0.0000166000,0.0004669000,0.0000466000
358,0.0000246000,0.0005234000,0.0000486000
359,0.0000195000,0.0004950000,0.0000471000
360,0.0000229000,0.0005194000,0.0000426000
361,0.0000234000,0.0004802000,0.0000327000
362,0.0000151000,0.0003573000,0.0000447000
363,0.0000173000,0.0003572000,0.0000349000
364,0.0000153000,0.0003544000,0.0000342000
365,0.0000140000,0.0003494000,0.0000302000
366,0.0000156000,0.0003538000,0.0000326000
367,0.0000145000,0.0003513000,0.0000321000
368,0.0000150000,0.0003472000,0.0000305000
369,0.0000150000,0.0003709000,0.0000337000
370,0.0000160000,0.0003495000,0.0000326000
371,0.0000189000,0.0003516000,0.0000314000
372,0.0000149000,0.0003557000,0.0000307000
373,0.0000174000,0.0003956000,0.0000315000
374,0.0000153000,0.0003583000,0.0000311000
375,0.0000152000,0.0003601000,0.0000323000
376,0.0000155000,0.0003625000,0.0000327000
377,0.0000151000,0.0003643000,0.0000340000
378,0.0000160000,0.0004104000,0.0000325000
379,0.0000146000,0.0003689000,0.0000328000
380,0.0000155000,0.0003696000,0.0000313000
381,0.0000147000,0.0003668000,0.0000385000
382,0.0000162000,0.0003731000,0.0000441000
383,0.0000159000,0.0003721000,0.0000335000
384,0.0000212000,0.0003748000,0.0000339000
385,0.0000159000,0.0004002000,0.0000345000
386,0.0000166000,0.0003804000,0.0000336000
387,0.0000173000,0.0005689000,0.0000931000
388,0.0000213000,0.0004620000,0.0000366000
389,0.0000159000,0.0003893000,0.0000344000
390,0.0000154000,0.0003893000,0.0000342000
391,0.0000154000,0.0004001000,0.0000337000
392,0.0000178000,0.0004355000,0.0000392000
393,0.0000162000,0.0004215000,0.0000331000
394,0.0000152000,0.0003958000,0.0000336000
395,0.0000156000,0.0003981000,0.0000348000
396,0.0000152000,0.0003995000,0.0000342000
397,0.0000153000,0.0004033000,0.0000334000
398,0.0000152000,0.0004064000,0.0000359000
399,0.0000150000,0.0004122000,0.0000416000
400,0.0000194000,0.0005026000,0.0000394000
401,0.0000212000,0.0005145000,0.0000391000
402,0.0000244000,0.0004615000,0.0000360000
403,0.0000162000,0.0004147000,0.0000321000
404,0.0000170000,0.0004170000,0.0000348000
405,0.0000199000,0.0004135000,0.0000329000
406,0.0000200000,0.0004170000,0.0000406000
407,0.0000167000,0.0005288000,0.0000349000
408,0.0000164000,0.0004315000,0.0000339000
409,0.0000166000,0.0004260000,0.0000353000
410,0.0000177000,0.0005265000,0.0000357000
411,0.0000161000,0.0004320000,0.0000359000
412,0.0000164000,0.0004319000,0.0000354000
413,0.0000160000,0.0004485000,0.0000355000
414,0.0000166000,0.0004366000,0.0000365000
415,0.0000168000,0.0004402000,0.0000354000
416,0.0000161000,0.0004366000,0.0000393000
417,0.0000167000,0.0004501000,0.0000355000
418,0.0000169000,0.0005180000,0.0000513000
419,0.0000270000,0.0006550000,0.0000403000
420,0.0000224000,0.0005841000,0.0000485000
421,0.0000249000,0.0006664000,0.0000480000
422,0.0000203000,0.0004715000,0.0000370000
423,0.0000174000,0.0004591000,0.0000403000
424,0.0000165000,0.0004571000,0.0000355000
425,0.0000170000,0.0004679000,0.0000363000
426,0.0000185000,0.0005446000,0.0000356000
427,0.0000162000,0.0004660000,0.0000379000
428,0.0000193000,0.0004996000,0.0000380000
429,0.0000205000,0.0004690000,0.0000370000
430,0.0000166000,0.0004713000,0.0000368000
431,0.0000197000,0.0005932000,0.0000377000
432,0.0000167000,0.0004749000,0.0000374000
433,0.0000169000,0.0004768000,0.0000365000
434,0.0000180000,0.0006333000,0.0000356000
435,0.0000191000,0.0005388000,0.0000389000
436,0.0000176000,0.0004826000,0.0000430000
437,0.0000176000,0.0004853000,0.0000399000
438,0.0000176000,0.0004870000,0.0000398000
439,0.0000177000,0.0004910000,0.0000404000
440,0.0000176000,0.0004914000,0.0000383000
441,0.0000173000,0.0004956000,0.0000385000
442,0.0000183000,0.0004932000,0.0000365000
443,0.0000179000,0.0004993000,0.0000377000
444,0.0000178000,0.0005029000,0.0000378000
445,0.0000178000,0.0005494000,0.0000389000
446,0.0000199000,0.0005751000,0.0000502000
447,0.0000194000,0.0005093000,0.0000378000
448,0.0000199000,0.0006014000,0.0000384000
449,0.0000175000,0.0005581000,0.0000458000
450,0.0000196000,0.0006639000,0.0000383000
451,0.0000174000,0.0005157000,0.0000394000
452,0.0000202000,0.0005802000,0.0000381000
453,0.0000211000,0.0005218000,0.0000409000
454,0.0000176000,0.0005258000,0.0000424000
455,0.0000172000,0.0005281000,0.0000417000
456,0.0000192000,0.0005500000,0.0000399000
457,0.0000173000,0.0005308000,0.0000402000
458,0.0000175000,0.0005379000,0.0000396000
459,0.0000168000,0.0005339000,0.0000435000
460,0.0000175000,0.0005446000,0.0000402000
461,0.0000193000,0.0006096000,0.0000392000
462,0.0000177000,0.0005447000,0.0000413000
463,0.0000176000,0.0005491000,0.0000385000
464,0.0000175000,0.0005461000,0.0000394000
465,0.0000186000,0.0005474000,0.0000452000
466,0.0000190000,0.0005518000,0.0000436000
467,0.0000184000,0.0005514000,0.0000404000
468,0.0000182000,0.0005637000,0.0000436000
469,0.0000202000,0.0006557000,0.0000414000
470,0.0000211000,0.0006611000,0.0000444000
471,0.0000223000,0.0006293000,0.0000411000
472,0.0000208000,0.0006481000,0.0000441000
473,0.0000191000,0.0005705000,0.0000414000
474,0.0000186000,0.0005703000,0.0000406000
475,0.0000185000,0.0005982000,0.0000466000
476,0.0000185000,0.0005790000,0.0000402000
477,0.0000187000,0.0005776000,0.0000410000
478,0.0000189000,0.0005832000,0.0000435000
479,0.0000193000,0.0005847000,0.0000431000
480,0.0000197000,0.0005929000,0.0000452000
481,0.0000191000,0.0005883000,0.0000424000
482,0.0000185000,0.0006132000,0.0000400000
483,0.0000184000,0.0005950000,0.0000446000
484,0.0000208000,0.0006876000,0.0000436000
485,0.0000243000,0.0007623000,0.0000414000
486,0.0000184000,0.0006022000,0.0000440000
487,0.0000187000,0.0006013000,0.0000446000
488,0.0000211000,0.0006377000,0.0000420000
489,0.0000189000,0.0006047000,0.0000427000
490,0.0000192000,0.0006115000,0.0000457000
491,0.0000226000,0.0007527000,0.0000432000
492,0.0000190000,0.0008588000,0.0000704000
493,0.0000274000,0.0007549000,0.0000571000
494,0.0000334000,0.0006588000,0.0000516000
495,0.0000234000,0.0006686000,0.0000472000
496,0.0000201000,0.0006514000,0.0000470000
497,0.0000202000,0.0006472000,0.0000488000
498,0.0000199000,0.0006559000,0.0000474000
499,0.0000254000,0.0006477000,0.0000467000
500,0.0000197000,0.0006491000,0.0000460000
501,0.0000201000,0.0006507000,0.0000454000
502,0.0000196000,0.0006543000,0.0000494000
503,0.0000200000,0.0006837000,0.0000457000
504,0.0000198000,0.0006582000,0.0000428000
505,0.0000188000,0.0006464000,0.0000433000
506,0.0000193000,0.0006518000,0.0000490000
507,0.0000236000,0.0007643000,0.0000457000
508,0.0000192000,0.0006493000,0.0000429000
509,0.0000192000,0.0006594000,0.0000430000
510,0.0000205000,0.0006573000,0.0000452000
511,0.0000192000,0.0006643000,0.0000460000
512,0.0000194000,0.0006729000,0.0000743000
513,0.0000250000,0.0007941000,0.0000478000
514,0.0000236000,0.0008987000,0.0000508000
515,0.0000235000,0.0007899000,0.0000447000
516,0.0000196000,0.0006727000,0.0000463000
517,0.0000196000,0.0006814000,0.0000441000
518,0.0000197000,0.0006854000,0.0000459000
519,0.0000202000,0.0006798000,0.0000471000
520,0.0000218000,0.0007773000,0.0000518000
521,0.0000226000,0.0007154000,0.0000478000
522,0.0000208000,0.0007085000,0.0000479000
523,0.0000211000,0.0007088000,0.0000478000
524,0.0000202000,0.0007222000,0.0000475000
525,0.0000198000,0.0007117000,0.0000471000
526,0.0000199000,0.0007248000,0.0000453000
527,0.0000215000,0.0007235000,0.0000491000
528,0.0000206000,0.0007236000,0.0000515000
529,0.0000214000,0.0007100000,0.0000474000
530,0.0000195000,0.0007108000,0.0000488000
531,0.0000200000,0.0007178000,0.0000469000
532,0.0000205000,0.0012800000,0.0000630000
533,0.0000280000,0.0009819000,0.0000704000
534,0.0000294000,0.0007977000,0.0000500000
535,0.0000210000,0.0007371000,0.0000490000
536,0.0000206000,0.0007475000,0.0000474000
537,0.0000209000,0.0007528000,0.0000483000
538,0.0000207000,0.0007590000,0.0000503000
539,0.0000214000,0.0007519000,0.0000572000
540,0.0000206000,0.0007366000,0.0000498000
541,0.0000228000,0.0007499000,0.0000495000
542,0.0000203000,0.0007430000,0.0000490000
543,0.0000213000,0.0007705000,0.0000488000
544,0.0000249000,0.0008641000,0.0000638000
545,0.0000221000,0.0007571000,0.0000496000
546,0.0000211000,0.0007534000,0.0000504000
547,0.0000273000,0.0007557000,0.0000490000
548,0.0000216000,0.0007629000,0.0000492000
549,0.0000213000,0.0009075000,0.0000499000
550,0.0000211000,0.0007681000,0.0000522000
551,0.0000211000,0.0007650000,0.0000500000
552,0.0000214000,0.0007782000,0.0000505000
553,0.0000227000,0.0008046000,0.0000488000
554,0.0000209000,0.0007759000,0.0000486000
555,0.0000212000,0.0007827000,0.0000507000
556,0.0000230000,0.0008736000,0.0000485000
557,0.0000221000,0.0007867000,0.0000503000
558,0.0000212000,0.0007851000,0.0000545000
559,0.0000217000,0.0007883000,0.0000525000
560,0.0000212000,0.0007946000,0.0000505000
561,0.0000264000,0.0008039000,0.0000493000
562,0.0000220000,0.0007950000,0.0000494000
563,0.0000213000,0.0008045000,0.0000511000
564,0.0000220000,0.0008080000,0.0000515000
565,0.0000214000,0.0008067000,0.0000496000
566,0.0000218000,0.0008111000,0.0000515000
567,0.0000214000,0.0010947000,0.0001164000
568,0.0000351000,0.0009247000,0.0000551000
569,0.0000233000,0.0008646000,0.0000550000
570,0.0000266000,0.0009376000,0.0000496000
571,0.0000219000,0.0008490000,0.0000518000
572,0.0000224000,0.0008535000,0.0000532000
573,0.0000222000,0.0008541000,0.0000514000
574,0.0000236000,0.0008576000,0.0000531000
575,0.0000223000,0.0008613000,0.0000555000
576,0.0000232000,0.0008466000,0.0000533000
577,0.0000222000,0.0008421000,0.0000530000
578,0.0000226000,0.0008500000,0.0000563000
579,0.0000228000,0.0008592000,0.0000545000
580,0.0000225000,0.0008517000,0.0000546000
581,0.0000219000,0.0008520000,0.0000501000
582,0.0000223000,0.0008540000,0.0000540000
583,0.0000267000,0.0009471000,0.0000515000
584,0.0000231000,0.0008719000,0.0000529000
585,0.0000223000,0.0008858000,0.0000536000
586,0.0000228000,0.0008673000,0.0000520000
587,0.0000226000,0.0008721000,0.0000520000
588,0.0000225000,0.0008673000,0.0000583000
589,0.0000285000,0.0010313000,0.0000509000
590,0.0000224000,0.0008781000,0.0000551000
591,0.0000232000,0.0008831000,0.0000527000
592,0.0000229000,0.0008834000,0.0000556000
593,0.0000228000,0.0008891000,0.0000560000
594,0.0000229000,0.0008926000,0.0000530000
595,0.0000269000,0.0008887000,0.0000587000
596,0.0000252000,0.0010048000,0.0000529000
597,0.0000269000,0.0009872000,0.0000537000
598,0.0000235000,0.0010273000,0.0001522000
599,0.0000282000,0.0009588000,0.0000631000
600,0.0000230000,0.0009168000,0.0000546000
601,0.0000232000,0.0009116000,0.0000533000
602,0.0000226000,0.0009106000,0.0000542000
603,0.0000229000,0.0009158000,0.0000543000
604,0.0000229000,0.0009203000,0.0000569000
605,0.0000234000,0.0009235000,0.0000577000
